Store code,Business name,Address,Labels,Google Search - Mobile,Google Search - Desktop,Google Maps - Mobile,Google Maps - Desktop,Calls,Messages,Bookings,Directions,Website clicks,Food orders,Food menu clicks,Hotel bookings
PDPallavaram,"Partha Dental Clinic | Pallavaram, Chennai | Invisalign Provider | Braces, Root Canal & Dental Implants","Above Titan Eye Plus & Prestige Cook Wear, Indira Gandhi Road, Pallavaram, Chennai, Tamil Nadu 600043","Partha Dental Skin Hair Clinic - Pallavaram, Chenn",510,86,324,47,15,0,0,80,5,0,0,0
PDElectronicCity,"Partha Dental Clinic - Electronic City, Bangalore | Invisalign Provider | Braces, Root Canal & Dental Implants","Below Corporation Bank, Beside Police Station, Electronic City, Bengaluru, Karnataka 560100","Below Corporation Bank, Beside ETC Police station",1231,275,1130,178,147,0,0,161,14,0,0,0
PDBeeramguda,Partha Dental Clinic - Best Dental Clinic in Beeramguda,"Plot No. 1/A, ICRISAT Colony, Phase - I, Opp. Red Bucket Biryani, Near Ameenpur Police station, Beeramguda, Ameenpur Mandal, Sangareddy, Telangana 502032","best dental chain, best dental clinic, best dentist, dental clinic, dental clinic near me, dentist, dentist near me",229,35,264,55,50,0,0,93,8,0,0,0
BGYelahanka,"Partha Dental Clinic - Yelahanka New Town, Bangalore | Invisalign Provider | Braces, Root Canal & Dental Implants","Opp. Anjaneya Swamy Temple, K.H.B Colony, Yelhanka New Town, Bengaluru, Karnataka 560064",,1284,146,652,121,71,0,0,135,14,0,0,0
PDKalyanNagar,"Partha Dental Clinic - Kalyan Nagar , Kammanahalli, Bangalore |Invisalign Provider | Braces, Root Canal & Dental Implants","Opp. Bandhan Bank, 4th Cross, CMR Road, Kalyan Nagar, Bangalore, Karnataka 560043",,1281,224,574,140,30,0,0,83,5,0,0,0
PDKengeriSateliteTown,"Partha Dental Clinic - Kengeri Satellite Town, Bangalore |Invisalign Provider | Braces, Root Canal & Dental Implants","Above Canara Bank, Opp. Kanti Sweets, 1st Main road, Kengeri Satellite Town, Bengaluru, Karnataka 560060",,802,67,527,89,69,0,0,124,7,0,0,0
PDsuchitra,"Partha Dental Clinic - Suchitra X Road, Secunderabad | Skin & Hair – Invisalign Provider | Root Canal & Implants Centre","Beside Mee Seva, Suchitra X Roads, Hyderabad, Telangana 500067",,625,124,525,160,46,0,0,188,4,0,0,0
PDMalleshwaram,"Partha Dental Clinic - Malleshwaram , Bangalore | Invisalign Provider | Braces, Root Canal & Dental Implants","Above Bata showroom, Beside Reliance Trends, 11th Cross, Sampige Road, Malleshwaram West, Bengaluru, Karnataka 560003",Partha Dental Clinic - Malleswaram Bangalore,1480,296,794,358,63,0,0,144,14,0,0,0
BG Banaswadi,"Partha Dental Clinic -Banswadi, Bangalore | Invisalign Provider | Braces, Root Canal & Dental Implants","Above Kotak bank Atm, Beside Banswadi sub register office, 2nd cross, HRBR Layout, 1st block, Balaji layout, Banswadi, Bengaluru, Karnataka 560043",,924,182,458,128,12,0,0,75,12,0,0,0
HYDNizampet,"Partha Dental Clinic - Nizampet, Hyderabad | దంత వైద్యశాల | Invisalign Provider | Aligners, Braces, RCT & Implants","Above SBI Bank, Beside Bata Showroom, Nizampet Main Road, Hyderabad, Telangana 500090",,637,115,510,153,61,0,0,118,6,0,0,0
PDMachilipatnam,Partha Dental Clinic – Machilipatnam | దంత వైద్యశాల | Invisalign Provider | Braces & Dental Implant Centre,"opp. Karnataka Bank, near Raja Gari Centre, Jagannadhapuram, Machilipatnam, Andhra Pradesh 521001",,365,32,191,38,24,0,0,59,6,0,0,0
PDSatyanarayanapuram,Partha Dental Clinic – Satyanarayanapuram | దంత వైద్యశాల | Best Dental Clinic In Vijayawada,"Beside US Bake House, Bhagath Singh road, Satyanarayanapuram, Vijayawada, Andhra Pradesh 520011",Partha Dental Clinic Vijayawada Satyanarayanapuram,475,48,267,106,16,0,0,76,5,0,0,0
PDNallagandla,"Partha Dental Clinic - Nallagandla | దంత వైద్యశాల | Invisalign Provider | Aligners, Braces, Root Canal & Dental Implants","above HDFC Bank, opp. Vijaya Diagnostic Centre, Nallagandla, Telangana 500019","Partha Dental, Nallagandla, Hyderabad",508,124,429,87,38,0,0,79,4,0,0,0
PDOngole,"Partha Dental Clinic – Ongole | దంత వైద్యశాల | Invisalign Provider | Aligners, Braces, RCT & Dental Implants","Beside Paradise Restaurant, Opp. Power Office Compound, Kurnool Road, Ongole, Andhra Pradesh 523001","Dental Clinic, Dentist near me, Partha Dental Clinic - Ongole, Adhra Pradesh, best dental clinic",559,51,275,22,43,0,0,73,17,0,0,0
HYDASRAO,Partha Dental Clinic - A S Rao Nagar | దంత వైద్యశాల | Invisalign Provider,"Opposite Bhima Jewellers, beside Chroma Electronics, AS Rao Nagar, Secundrabad, Telangana 500062",,910,132,379,65,52,0,0,101,7,0,0,0
BGJayaNagar,"Partha Dental Clinic - Jayanagar, Bangalore | Invisalign Provider | Braces, Root Canal & Dental Implants","Beside Ragigudda Arch, Near Bus Stop, Jayanagar, Bengaluru, Karnataka 560069","Partha Dental Clinic - Jayanagar, Bangalore",1541,415,980,384,49,0,0,113,26,0,0,0
PDChittoor,"Partha Dental Clinic – Chittoor | దంత వైద్యశాల | Invisalign Provider | Braces, Root Canal & Dental Implants","Opp. Chandra Complex, Above Neela Medicals, Sundaraiah Street, Chittoor, Andhra Pradesh 517001",,533,47,403,20,47,0,0,107,8,0,0,0
Marathahalli,"Partha Dental Clinic - Marathahalli, Bangalore |Invisalign Provider | Braces, Root Canal & Dental Implants","XP42+65 Bengaluru, Karnataka, Bengaluru, Karnataka 560037",,1035,308,958,176,74,0,0,226,14,0,0,0
PDAttapur,"Partha Dental Clinic - Attapur, Hyderabad | దంత వైద్యశాల | Invisalign Provider | Aligners, Braces, RCT & Dental Implants","Above Airtel Office, G & G Trade Center, Opp: Pillar No - 135, Attapur, Hyderabad, Telangana 500048",,877,137,699,140,101,0,0,97,7,0,0,0
PDKushaiguda,"Partha Dental Clinic - Kushaiguda | దంత వైద్యశాల | Invisalign Provider | Aligners, Braces, Root Canal & Dental Implants","Next to Udupi Hotel, beside Union Bank, Kushaiguda, Secunderabad, Telangana 500062",,274,39,250,56,18,0,0,75,2,0,0,0
PDKanuru,Partha Dental Clinic,"above More Supermarket, near Times Hospital, Kanuru, Andhra Pradesh 520007",,568,60,498,103,47,0,0,85,7,0,0,0
PDPragathiNagar,"Partha Dental Clinic - Pragathi Nagar, Hyderabad | దంత వైద్యశాల |Invisalign Provider | Braces, RCT & Dental Implants","Above Spenser & Axis Bank, Elephant Circle, Pragathi Nagar, Hyderabad, Telangana 500090",,424,96,499,109,52,0,0,86,4,0,0,0
APKadapa,Partha Dental Clinic – Kadapa | దంత వైద్యశాల | Invisalign Provider | Root Canal & Dental Implant Centre,"Beside Old Municipal Office, Near Ramesh Theater, Kadapa, Andhra Pradesh 516001","Partha Dental Clinic, Kadapa, Andhra Pradesh",787,49,339,20,66,0,0,107,19,0,0,0
PDAnakapalle,"Partha Dental Clinic – Anakapalle | దంత వైద్యశాల | Invisalign Provider | Braces, Root Canal & Dental Implants","Opp. RTC Bus Stand, Main Road, Anakapalle, Andhra Pradesh 531001","Partha Dental, Anakapalle",455,47,302,30,28,0,0,43,5,0,0,0
PDThanisandra,"Partha Dental Clinic -Thanisandra, Bangalore | Invisalign Provider | Braces, Root Canal & Dental Implants","Opp. Bharat Petrol Bunk, Thanisandra Main Rd, Bangalore, Karnataka 560077","Partha Dental Skin Hair Dr.S.R.K. Nagar, Bengaluru",910,85,313,87,40,0,0,78,4,0,0,0
PDBrookefield,"Partha Dental Clinic -Brookefield, Bangalore | Invisalign Provider | Braces, Root Canal & Dental Implants","XPC6+5WP, Kundalahalli Colony, Brookefield, Bengaluru, Karnataka 560037",PDBrookefield,838,237,720,185,60,0,0,146,5,0,0,0
PDMadipakkam,"Partha Dental Clinic | Madipakkam, Chennai – Invisalign Provider | Root Canal & Dental Implants.Braces.Aligners","927, Bazaar Main Road, Ram Nagar South, Madipakkam, Chennai, Tamil Nadu 600091",,188,44,200,53,9,0,0,77,2,0,0,0
AP Bhavanipuram VJA,Partha Dental Clinic - Bhavanipuram | Best Dental Clinic in Vijayawada,"Above HDFC Bank, Near Swathi Theatre, Crombay Road, Bhavanipuram, Vijayawada, Andhra Pradesh 520012","Partha Dental Clinic - Bhavanipuram, Vijayawada",674,114,432,83,61,0,0,95,8,0,0,0
